"","Diversity","Year","Country","Index","Measurement"
"126",2.29808069535272,2009,"Poland","Shannon","Calories"
"127",2.71731016569816,2009,"Portugal","Shannon","Calories"
"128",2.42660280033979,2009,"Republic of Korea","Shannon","Calories"
"129",2.09024251362695,2009,"Republic of Moldova","Shannon","Calories"
"130",2.22147564129813,2009,"Romania","Shannon","Calories"
"131",2.11920841741613,2009,"Russian Federation","Shannon","Calories"
"132",2.68824651999641,2009,"Rwanda","Shannon","Calories"
"133",2.51246386659738,2009,"Saint Kitts and Nevis","Shannon","Calories"
"134",2.22209758796523,2009,"Saint Lucia","Shannon","Calories"
"135",2.64559322844986,2009,"Saint Vincent and the Grenadines","Shannon","Calories"
"136",2.15504161707794,2009,"Samoa","Shannon","Calories"
"137",2.63396942110068,2009,"Sao Tome and Principe","Shannon","Calories"
"138",2.31682945247622,2009,"Saudi Arabia","Shannon","Calories"
"139",2.40240606596258,2009,"Senegal","Shannon","Calories"
"140",2.32195153684702,2009,"Serbia","Shannon","Calories"
"141",2.16248863128241,2009,"Sierra Leone","Shannon","Calories"
"142",2.30985182035259,2009,"Slovakia","Shannon","Calories"
"143",2.56530610456324,2009,"Slovenia","Shannon","Calories"
"144",2.16778233588674,2009,"Solomon Islands","Shannon","Calories"
"145",2.29125044068079,2009,"Somalia","Shannon","Calories"
"146",2.20748873963195,2009,"South Africa","Shannon","Calories"
"147",2.60253110471785,2009,"Spain","Shannon","Calories"
"148",1.86519107132063,2009,"Sri Lanka","Shannon","Calories"
"149",2.30857531139896,2009,"Sudan (former)","Shannon","Calories"
"150",2.20131818829025,2009,"Suriname","Shannon","Calories"
"151",2.31140451600773,2009,"Swaziland","Shannon","Calories"
"152",2.64633858098783,2009,"Sweden","Shannon","Calories"
"153",2.59015511233817,2009,"Switzerland","Shannon","Calories"
"154",2.17332431705299,2009,"Syrian Arab Republic","Shannon","Calories"
"155",1.80052504560798,2009,"Tajikistan","Shannon","Calories"
"156",2.0154526641854,2009,"Thailand","Shannon","Calories"
"157",2.3763282782564,2009,"The former Yugoslav Republic of Macedonia","Shannon","Calories"
"158",1.96614350619396,2009,"Timor-Leste","Shannon","Calories"
"159",2.42766036435995,2009,"Togo","Shannon","Calories"
"160",2.31756176366524,2009,"Trinidad and Tobago","Shannon","Calories"
"161",1.93838341525108,2009,"Tunisia","Shannon","Calories"
"162",2.31276386867511,2009,"Turkey","Shannon","Calories"
"163",1.39494718522292,2009,"Turkmenistan","Shannon","Calories"
"164",2.6642156131487,2009,"Uganda","Shannon","Calories"
"165",2.29856217310685,2009,"Ukraine","Shannon","Calories"
"166",2.33160050374012,2009,"United Arab Emirates","Shannon","Calories"
"167",2.53114289694542,2009,"United Kingdom","Shannon","Calories"
"168",2.64662102837325,2009,"United Republic of Tanzania","Shannon","Calories"
"169",2.62151508288341,2009,"United States of America","Shannon","Calories"
"170",2.32167776426992,2009,"Uruguay","Shannon","Calories"
"171",1.59835963673718,2009,"Uzbekistan","Shannon","Calories"
"172",2.15668344670663,2009,"Vanuatu","Shannon","Calories"
"173",2.41001874176168,2009,"Venezuela (Bolivarian Republic of)","Shannon","Calories"
"174",1.58984291784506,2009,"Viet Nam","Shannon","Calories"
"175",2.0428839093538,2009,"Yemen","Shannon","Calories"
"176",1.89280650327357,2009,"Zambia","Shannon","Calories"
"177",2.13123005097305,2009,"Zimbabwe","Shannon","Calories"
"178",1.20869208606492,2010,"Afghanistan","Shannon","Calories"
"179",2.13234257396154,2010,"Albania","Shannon","Calories"
"180",2.06614907906253,2010,"Algeria","Shannon","Calories"
"181",2.51596567166444,2010,"Angola","Shannon","Calories"
"182",2.38920368451345,2010,"Antigua and Barbuda","Shannon","Calories"
"183",2.1585455901618,2010,"Argentina","Shannon","Calories"
"184",1.90434606659245,2010,"Armenia","Shannon","Calories"
"185",2.66684432553262,2010,"Australia","Shannon","Calories"
"186",2.7329758250902,2010,"Austria","Shannon","Calories"
"187",1.54125257391348,2010,"Azerbaijan","Shannon","Calories"
"188",2.73192913041481,2010,"Bahamas","Shannon","Calories"
"189",1.22616038083943,2010,"Bangladesh","Shannon","Calories"
"190",2.52138752428779,2010,"Barbados","Shannon","Calories"
"191",2.56232637105666,2010,"Belarus","Shannon","Calories"
"192",2.39276036706273,2010,"Belgium","Shannon","Calories"
"193",2.5274440894354,2010,"Belize","Shannon","Calories"
"194",2.44721678109784,2010,"Benin","Shannon","Calories"
"195",2.34655842635047,2010,"Bermuda","Shannon","Calories"
"196",2.40360672110487,2010,"Bolivia (Plurinational State of)","Shannon","Calories"
"197",2.37635891583723,2010,"Bosnia and Herzegovina","Shannon","Calories"
"198",2.68500199211771,2010,"Botswana","Shannon","Calories"
"199",2.56124031441776,2010,"Brazil","Shannon","Calories"
"200",2.34312395375773,2010,"Brunei Darussalam","Shannon","Calories"
"201",2.20684075313454,2010,"Bulgaria","Shannon","Calories"
"202",2.32137386088093,2010,"Burkina Faso","Shannon","Calories"
"203",2.54979451323172,2010,"Cabo Verde","Shannon","Calories"
"204",1.36790409560916,2010,"Cambodia","Shannon","Calories"
"205",2.87651063595382,2010,"Cameroon","Shannon","Calories"
"206",2.68774154698842,2010,"Canada","Shannon","Calories"
"207",2.51882806597792,2010,"Central African Republic","Shannon","Calories"
"208",2.43285117331072,2010,"Chad","Shannon","Calories"
"209",2.21756512086162,2010,"Chile","Shannon","Calories"
"210",2.48128980824902,2010,"China, Hong Kong SAR","Shannon","Calories"
"211",2.57429710381524,2010,"China, Macao SAR","Shannon","Calories"
"212",2.29517822357319,2010,"China, mainland","Shannon","Calories"
"213",2.49518743036848,2010,"China, Taiwan Province of","Shannon","Calories"
"214",2.61827095473324,2010,"Colombia","Shannon","Calories"
"215",2.1330530344404,2010,"Congo","Shannon","Calories"
"216",2.4669150124612,2010,"Costa Rica","Shannon","Calories"
"217",2.42559982305282,2010,"Croatia","Shannon","Calories"
"218",2.44698700671275,2010,"Cuba","Shannon","Calories"
"219",2.67765366443019,2010,"Cyprus","Shannon","Calories"
"220",2.37322988907228,2010,"Czech Republic","Shannon","Calories"
"221",2.08214193326499,2010,"Democratic People's Republic of Korea","Shannon","Calories"
"222",2.58150594000875,2010,"Denmark","Shannon","Calories"
"223",1.96788812738198,2010,"Djibouti","Shannon","Calories"
"224",2.73883087748031,2010,"Dominica","Shannon","Calories"
"225",2.58507167930079,2010,"Dominican Republic","Shannon","Calories"
"226",2.35333108887547,2010,"Ecuador","Shannon","Calories"
"227",2.16597276651665,2010,"Egypt","Shannon","Calories"
"228",2.27416909768293,2010,"El Salvador","Shannon","Calories"
"229",2.5266010338576,2010,"Estonia","Shannon","Calories"
"230",2.45193113907489,2010,"Ethiopia","Shannon","Calories"
"231",2.28668132378779,2010,"Fiji","Shannon","Calories"
"232",2.47495796924093,2010,"Finland","Shannon","Calories"
"233",2.53525268689007,2010,"France","Shannon","Calories"
"234",2.51848273372469,2010,"French Polynesia","Shannon","Calories"
"235",2.51687361807138,2010,"Gabon","Shannon","Calories"
"236",2.26980809419962,2010,"Gambia","Shannon","Calories"
"237",1.82273936560666,2010,"Georgia","Shannon","Calories"
"238",2.69381715277649,2010,"Germany","Shannon","Calories"
"239",2.52782463496308,2010,"Ghana","Shannon","Calories"
"240",2.48793984649063,2010,"Greece","Shannon","Calories"
"241",2.77351157162805,2010,"Grenada","Shannon","Calories"
"242",2.16376582522795,2010,"Guatemala","Shannon","Calories"
"243",2.19792136609416,2010,"Guinea","Shannon","Calories"
"244",2.28522964254283,2010,"Guinea-Bissau","Shannon","Calories"
"245",2.18540109129179,2010,"Guyana","Shannon","Calories"
"246",2.64982934811327,2010,"Haiti","Shannon","Calories"
"247",2.10538240915068,2010,"Honduras","Shannon","Calories"
"248",2.31955765770238,2010,"Hungary","Shannon","Calories"
"249",2.45689226557932,2010,"Iceland","Shannon","Calories"
"250",2.353600047547,2010,"India","Shannon","Calories"
"251",1.87252685401448,2010,"Indonesia","Shannon","Calories"
"252",2.19435351214226,2010,"Iran (Islamic Republic of)","Shannon","Calories"
"253",1.89286425816661,2010,"Iraq","Shannon","Calories"
"254",2.59099233305073,2010,"Ireland","Shannon","Calories"
"255",2.6031322149528,2010,"Israel","Shannon","Calories"
"256",2.38215728876138,2010,"Italy","Shannon","Calories"
"257",2.43660519915184,2010,"Ivory Coast","Shannon","Calories"
"258",2.48166565097618,2010,"Jamaica","Shannon","Calories"
"259",2.49169984652788,2010,"Japan","Shannon","Calories"
"260",2.14473622822837,2010,"Jordan","Shannon","Calories"
"261",2.13345262433718,2010,"Kazakhstan","Shannon","Calories"
"262",2.29964732642914,2010,"Kenya","Shannon","Calories"
"263",1.82970739229063,2010,"Kiribati","Shannon","Calories"
"264",2.29754853852603,2010,"Kuwait","Shannon","Calories"
"265",1.94233162777191,2010,"Kyrgyzstan","Shannon","Calories"
"266",1.47994382832214,2010,"Lao People's Democratic Republic","Shannon","Calories"
"267",2.51283336337987,2010,"Latvia","Shannon","Calories"
"268",2.45388040011759,2010,"Lebanon","Shannon","Calories"
"269",1.58485422872775,2010,"Lesotho","Shannon","Calories"
"270",1.82273378659914,2010,"Liberia","Shannon","Calories"
"271",2.15005301805729,2010,"Libya","Shannon","Calories"
"272",2.31857520909843,2010,"Lithuania","Shannon","Calories"
"273",2.67748130230157,2010,"Luxembourg","Shannon","Calories"
"274",1.73863327119907,2010,"Madagascar","Shannon","Calories"
"275",1.95164785843936,2010,"Malawi","Shannon","Calories"
"276",2.22619711226612,2010,"Malaysia","Shannon","Calories"
"277",2.25407594383011,2010,"Maldives","Shannon","Calories"
"278",2.30630772829428,2010,"Mali","Shannon","Calories"
"279",2.26972939399361,2010,"Malta","Shannon","Calories"
"280",2.06887836252833,2010,"Mauritania","Shannon","Calories"
"281",2.18642091194594,2010,"Mauritius","Shannon","Calories"
"282",2.22030180321368,2010,"Mexico","Shannon","Calories"
"283",1.78992137536297,2010,"Mongolia","Shannon","Calories"
"284",2.25659709223305,2010,"Montenegro","Shannon","Calories"
"285",2.06411096600968,2010,"Morocco","Shannon","Calories"
"286",2.32916239915967,2010,"Mozambique","Shannon","Calories"
"287",1.94020824438099,2010,"Myanmar","Shannon","Calories"
"288",2.47263689774013,2010,"Namibia","Shannon","Calories"
"289",2.24172441058397,2010,"Nepal","Shannon","Calories"
"290",2.59650817709814,2010,"Netherlands","Shannon","Calories"
"291",2.63033029483918,2010,"New Caledonia","Shannon","Calories"
"292",2.59596766922026,2010,"New Zealand","Shannon","Calories"
"293",2.1889709153779,2010,"Nicaragua","Shannon","Calories"
"294",1.99255860985398,2010,"Niger","Shannon","Calories"
"295",2.81634932403945,2010,"Nigeria","Shannon","Calories"
"296",2.50435895903518,2010,"Norway","Shannon","Calories"
"297",2.0411299353392,2010,"Occupied Palestinian Territory","Shannon","Calories"
"298",1.96459148188621,2010,"Pakistan","Shannon","Calories"
"299",2.36150059079738,2010,"Panama","Shannon","Calories"
"300",2.44530544358494,2010,"Paraguay","Shannon","Calories"
"301",2.67805270744254,2010,"Peru","Shannon","Calories"
"302",1.91361170601775,2010,"Philippines","Shannon","Calories"
"303",2.28714135016439,2010,"Poland","Shannon","Calories"
"304",2.72428966751612,2010,"Portugal","Shannon","Calories"
"305",2.42310814649903,2010,"Republic of Korea","Shannon","Calories"
"306",2.12169519148496,2010,"Republic of Moldova","Shannon","Calories"
"307",2.21862588682672,2010,"Romania","Shannon","Calories"
"308",2.10717303416897,2010,"Russian Federation","Shannon","Calories"
"309",2.70375862726052,2010,"Rwanda","Shannon","Calories"
"310",2.43961829779837,2010,"Saint Kitts and Nevis","Shannon","Calories"
"311",2.24333073236975,2010,"Saint Lucia","Shannon","Calories"
"312",2.67639953867066,2010,"Saint Vincent and the Grenadines","Shannon","Calories"
"313",2.19147499984122,2010,"Samoa","Shannon","Calories"
"314",2.61737230675175,2010,"Sao Tome and Principe","Shannon","Calories"
"315",2.40863648261237,2010,"Saudi Arabia","Shannon","Calories"
"316",2.36794756994501,2010,"Senegal","Shannon","Calories"
"317",2.22240780554475,2010,"Serbia","Shannon","Calories"
"318",2.14498098522052,2010,"Sierra Leone","Shannon","Calories"
"319",2.25947418564703,2010,"Slovakia","Shannon","Calories"
"320",2.5365875601367,2010,"Slovenia","Shannon","Calories"
"321",2.17227280649295,2010,"Solomon Islands","Shannon","Calories"
"322",2.21035093291857,2010,"Somalia","Shannon","Calories"
"323",2.16467842437045,2010,"South Africa","Shannon","Calories"
"324",2.61399804788029,2010,"Spain","Shannon","Calories"
"325",1.85806159254774,2010,"Sri Lanka","Shannon","Calories"
"326",2.30637157852868,2010,"Sudan (former)","Shannon","Calories"
"327",2.21410542955566,2010,"Suriname","Shannon","Calories"
"328",2.34562885420895,2010,"Swaziland","Shannon","Calories"
"329",2.64593605551013,2010,"Sweden","Shannon","Calories"
"330",2.59779907087893,2010,"Switzerland","Shannon","Calories"
"331",2.15445184919008,2010,"Syrian Arab Republic","Shannon","Calories"
"332",1.80095248657824,2010,"Tajikistan","Shannon","Calories"
"333",2.06905264887037,2010,"Thailand","Shannon","Calories"
"334",2.37229687597199,2010,"The former Yugoslav Republic of Macedonia","Shannon","Calories"
"335",1.89235271161003,2010,"Timor-Leste","Shannon","Calories"
"336",2.42612211778741,2010,"Togo","Shannon","Calories"
"337",2.35847622513906,2010,"Trinidad and Tobago","Shannon","Calories"
"338",1.9201842324823,2010,"Tunisia","Shannon","Calories"
"339",2.36478716888609,2010,"Turkey","Shannon","Calories"
"340",1.44652000757801,2010,"Turkmenistan","Shannon","Calories"
"341",2.66963376941207,2010,"Uganda","Shannon","Calories"
"342",2.26485954242255,2010,"Ukraine","Shannon","Calories"
"343",2.30618535744651,2010,"United Arab Emirates","Shannon","Calories"
"344",2.57073457819009,2010,"United Kingdom","Shannon","Calories"
"345",2.70540502780495,2010,"United Republic of Tanzania","Shannon","Calories"
"346",2.63126836942987,2010,"United States of America","Shannon","Calories"
"347",2.42101007402315,2010,"Uruguay","Shannon","Calories"
"348",1.63798204350305,2010,"Uzbekistan","Shannon","Calories"
"349",2.15105455558297,2010,"Vanuatu","Shannon","Calories"
"350",2.42458022499868,2010,"Venezuela (Bolivarian Republic of)","Shannon","Calories"
"351",1.58563867468654,2010,"Viet Nam","Shannon","Calories"
"352",2.04593923962756,2010,"Yemen","Shannon","Calories"
"353",1.88012932914148,2010,"Zambia","Shannon","Calories"
"354",2.15001451728466,2010,"Zimbabwe","Shannon","Calories"
"355",1.2262265236022,2011,"Afghanistan","Shannon","Calories"
"356",2.11873814410849,2011,"Albania","Shannon","Calories"
"357",2.09788200371351,2011,"Algeria","Shannon","Calories"
"358",2.52270044058636,2011,"Angola","Shannon","Calories"
"359",2.49006572690533,2011,"Antigua and Barbuda","Shannon","Calories"
"360",2.14714827755072,2011,"Argentina","Shannon","Calories"
"361",1.94510500880482,2011,"Armenia","Shannon","Calories"
"362",2.72582231437744,2011,"Australia","Shannon","Calories"
"363",2.74819669860273,2011,"Austria","Shannon","Calories"
"364",1.55898603624634,2011,"Azerbaijan","Shannon","Calories"
"365",2.68310699900736,2011,"Bahamas","Shannon","Calories"
"366",1.21385432116899,2011,"Bangladesh","Shannon","Calories"
"367",2.5068884624836,2011,"Barbados","Shannon","Calories"
"368",2.5624387371371,2011,"Belarus","Shannon","Calories"
"369",2.47377007359063,2011,"Belgium","Shannon","Calories"
"370",2.52876161967319,2011,"Belize","Shannon","Calories"
"371",2.42436034860165,2011,"Benin","Shannon","Calories"
"372",2.3949118061021,2011,"Bermuda","Shannon","Calories"
"373",2.46567018032563,2011,"Bolivia (Plurinational State of)","Shannon","Calories"
"374",2.37970617237974,2011,"Bosnia and Herzegovina","Shannon","Calories"
"375",2.70248658744673,2011,"Botswana","Shannon","Calories"
"376",2.58744323998731,2011,"Brazil","Shannon","Calories"
"377",2.30646311095409,2011,"Brunei Darussalam","Shannon","Calories"
"378",2.18404201404969,2011,"Bulgaria","Shannon","Calories"
"379",2.33512317887393,2011,"Burkina Faso","Shannon","Calories"
"380",2.57112096968068,2011,"Cabo Verde","Shannon","Calories"
"381",1.37094578602271,2011,"Cambodia","Shannon","Calories"
"382",2.8806355084357,2011,"Cameroon","Shannon","Calories"
"383",2.75632459111007,2011,"Canada","Shannon","Calories"
"384",2.50273737758129,2011,"Central African Republic","Shannon","Calories"
"385",2.4183661524131,2011,"Chad","Shannon","Calories"
"386",2.19309132932698,2011,"Chile","Shannon","Calories"
"387",2.4855206511051,2011,"China, Hong Kong SAR","Shannon","Calories"
"388",2.6070804057973,2011,"China, Macao SAR","Shannon","Calories"
"389",2.29735057740741,2011,"China, mainland","Shannon","Calories"
"390",2.50361894115105,2011,"China, Taiwan Province of","Shannon","Calories"
"391",2.61155751310064,2011,"Colombia","Shannon","Calories"
"392",2.17593391013252,2011,"Congo","Shannon","Calories"
"393",2.52022430859756,2011,"Costa Rica","Shannon","Calories"
"394",2.43905427244588,2011,"Croatia","Shannon","Calories"
"395",2.44070540662012,2011,"Cuba","Shannon","Calories"
"396",2.67443589746447,2011,"Cyprus","Shannon","Calories"
"397",2.35839156621907,2011,"Czech Republic","Shannon","Calories"
"398",2.08520655049143,2011,"Democratic People's Republic of Korea","Shannon","Calories"
"399",2.65342056785159,2011,"Denmark","Shannon","Calories"
"400",2.02022556059489,2011,"Djibouti","Shannon","Calories"
"401",2.72539566753255,2011,"Dominica","Shannon","Calories"
"402",2.58912407666064,2011,"Dominican Republic","Shannon","Calories"
"403",2.34451377839709,2011,"Ecuador","Shannon","Calories"
"404",2.16149537105029,2011,"Egypt","Shannon","Calories"
"405",2.33042728515797,2011,"El Salvador","Shannon","Calories"
"406",2.49730356420111,2011,"Estonia","Shannon","Calories"
"407",2.49166200075217,2011,"Ethiopia","Shannon","Calories"
"408",2.36686106590559,2011,"Fiji","Shannon","Calories"
"409",2.50996283882271,2011,"Finland","Shannon","Calories"
"410",2.56370977255149,2011,"France","Shannon","Calories"
"411",2.52863067495973,2011,"French Polynesia","Shannon","Calories"
"412",2.53115813145636,2011,"Gabon","Shannon","Calories"
"413",2.25026369174111,2011,"Gambia","Shannon","Calories"
"414",1.83069989461602,2011,"Georgia","Shannon","Calories"
"415",2.72808662331228,2011,"Germany","Shannon","Calories"
"416",2.48700832288166,2011,"Ghana","Shannon","Calories"
"417",2.46359863907261,2011,"Greece","Shannon","Calories"
"418",2.72996035149547,2011,"Grenada","Shannon","Calories"
"419",2.16930657955411,2011,"Guatemala","Shannon","Calories"
"420",2.21282881532599,2011,"Guinea","Shannon","Calories"
"421",2.28443963856542,2011,"Guinea-Bissau","Shannon","Calories"
"422",2.1477400156435,2011,"Guyana","Shannon","Calories"
"423",2.59679223934752,2011,"Haiti","Shannon","Calories"
"424",2.12823309700782,2011,"Honduras","Shannon","Calories"
"425",2.41352501186305,2011,"Hungary","Shannon","Calories"
"426",2.48856690269312,2011,"Iceland","Shannon","Calories"
"427",2.38870511450788,2011,"India","Shannon","Calories"
"428",1.90029610543287,2011,"Indonesia","Shannon","Calories"
"429",2.2052529405481,2011,"Iran (Islamic Republic of)","Shannon","Calories"
"430",1.86792631160505,2011,"Iraq","Shannon","Calories"
"431",2.5716443606286,2011,"Ireland","Shannon","Calories"
"432",2.61341334042526,2011,"Israel","Shannon","Calories"
"433",2.35810457714366,2011,"Italy","Shannon","Calories"
"434",2.4933038437076,2011,"Ivory Coast","Shannon","Calories"
"435",2.51754932907933,2011,"Jamaica","Shannon","Calories"
"436",2.51291000865532,2011,"Japan","Shannon","Calories"
"437",2.1547131693057,2011,"Jordan","Shannon","Calories"
"438",2.29489331554137,2011,"Kazakhstan","Shannon","Calories"
"439",2.38476854510961,2011,"Kenya","Shannon","Calories"
"440",1.81865147135049,2011,"Kiribati","Shannon","Calories"
"441",2.30368384578298,2011,"Kuwait","Shannon","Calories"
"442",1.96019073776377,2011,"Kyrgyzstan","Shannon","Calories"
"443",1.51796584803194,2011,"Lao People's Democratic Republic","Shannon","Calories"
"444",2.51249559277815,2011,"Latvia","Shannon","Calories"
