CountryName,Measurement,Year,Similarity
Kenya,Calories,1962,0.440463701
Kiribati,Calories,1962,0.487146802
Kuwait,Calories,1962,0.655911419
Lao People's Democratic Republic,Calories,1962,0.32848071
Lebanon,Calories,1962,0.615607871
Lesotho,Calories,1962,0.493533474
Liberia,Calories,1962,0.382200428
Libya,Calories,1962,0.579608411
Madagascar,Calories,1962,0.441107888
Malawi,Calories,1962,0.324751771
Malaysia,Calories,1962,0.538780547
Maldives,Calories,1962,0.521727148
Mali,Calories,1962,0.360634625
Malta,Calories,1962,0.611057403
Mauritania,Calories,1962,0.425747319
Mauritius,Calories,1962,0.627702954
Mexico,Calories,1962,0.523962136
Mongolia,Calories,1962,0.501585676
Morocco,Calories,1962,0.610727456
Mozambique,Calories,1962,0.386701992
Myanmar,Calories,1962,0.381243671
Namibia,Calories,1962,0.44480966
Nepal,Calories,1962,0.44686462
Netherlands,Calories,1962,0.614954659
New Caledonia,Calories,1962,0.691125507
New Zealand,Calories,1962,0.628546042
Nicaragua,Calories,1962,0.53368525
Niger,Calories,1962,0.269841559
Nigeria,Calories,1962,0.339307578
Norway,Calories,1962,0.618290243
Pakistan,Calories,1962,0.69165907
Panama,Calories,1962,0.645463279
Paraguay,Calories,1962,0.594803103
Peru,Calories,1962,0.678957776
Philippines,Calories,1962,0.519636431
Poland,Calories,1962,0.524167378
Portugal,Calories,1962,0.647023494
Republic of Korea,Calories,1962,0.37962596
Romania,Calories,1962,0.550843193
Rwanda,Calories,1962,0.252879589
Saint Kitts and Nevis,Calories,1962,0.674228753
Saint Lucia,Calories,1962,0.617157867
Saint Vincent and the Grenadines,Calories,1962,0.676575317
Samoa,Calories,1962,0.464765774
Sao Tome and Principe,Calories,1962,0.525818209
Saudi Arabia,Calories,1962,0.486101158
Senegal,Calories,1962,0.486629273
Seychelles,Calories,1962,0.602507987
Sierra Leone,Calories,1962,0.451979788
Solomon Islands,Calories,1962,0.360606582
South Africa,Calories,1962,0.578268431
Spain,Calories,1962,0.601817576
Sri Lanka,Calories,1962,0.50571992
Sudan (former),Calories,1962,0.367016178
Suriname,Calories,1962,0.669044974
Swaziland,Calories,1962,0.40810266
Sweden,Calories,1962,0.597443049
Switzerland,Calories,1962,0.620452683
Syrian Arab Republic,Calories,1962,0.572671905
Thailand,Calories,1962,0.352817334
Timor-Leste,Calories,1962,0.432470199
Togo,Calories,1962,0.357601347
Trinidad and Tobago,Calories,1962,0.726970217
Tunisia,Calories,1962,0.552310873
Turkey,Calories,1962,0.541627783
Uganda,Calories,1962,0.379681674
United Arab Emirates,Calories,1962,0.618123556
United Kingdom,Calories,1962,0.63901871
United Republic of Tanzania,Calories,1962,0.434344368
United States of America,Calories,1962,0.656964122
Uruguay,Calories,1962,0.644569324
USSR,Calories,1962,0.549137654
Vanuatu,Calories,1962,0.449690132
Venezuela (Bolivarian Republic of),Calories,1962,0.65467134
Viet Nam,Calories,1962,0.374644059
Yemen,Calories,1962,0.359964119
Yugoslav SFR,Calories,1962,0.558915152
Zambia,Calories,1962,0.334904533
Zimbabwe,Calories,1962,0.403781542
Albania,Calories,1963,0.59281388
Algeria,Calories,1963,0.560669182
Angola,Calories,1963,0.424991544
Antigua and Barbuda,Calories,1963,0.643834816
Argentina,Calories,1963,0.613498711
Australia,Calories,1963,0.645541639
Austria,Calories,1963,0.609833169
Bahamas,Calories,1963,0.678712623
Bangladesh,Calories,1963,0.383516863
Barbados,Calories,1963,0.688007068
Belgium-Luxembourg,Calories,1963,0.635822484
Belize,Calories,1963,0.7030695
Benin,Calories,1963,0.364969944
Bermuda,Calories,1963,0.608899151
Bolivia (Plurinational State of),Calories,1963,0.694942937
Botswana,Calories,1963,0.413312422
Brazil,Calories,1963,0.663158383
Brunei Darussalam,Calories,1963,0.617434459
Bulgaria,Calories,1963,0.532332799
Burkina Faso,Calories,1963,0.305835432
Burundi,Calories,1963,0.292297376
Cambodia,Calories,1963,0.361311952
Cameroon,Calories,1963,0.385422582
Canada,Calories,1963,0.644054547
Cape Verde,Calories,1963,0.465879342
Central African Republic,Calories,1963,0.305568922
Chad,Calories,1963,0.311008703
Chile,Calories,1963,0.615027999
China,Calories,1963,0.503988372
Colombia,Calories,1963,0.611595618
Comoros,Calories,1963,0.390303633
Congo,Calories,1963,0.348338323
Costa Rica,Calories,1963,0.660184532
C“te d'Ivoire,Calories,1963,0.438529786
Cuba,Calories,1963,0.692087285
Cyprus,Calories,1963,0.628504954
Czechoslovakia,Calories,1963,0.588778781
Democratic People's Republic of Korea,Calories,1963,0.447946585
Denmark,Calories,1963,0.577806069
Djibouti,Calories,1963,0.56102622
Dominica,Calories,1963,0.656041559
Dominican Republic,Calories,1963,0.594435021
Ecuador,Calories,1963,0.651625149
Egypt,Calories,1963,0.654925221
El Salvador,Calories,1963,0.496469095
Ethiopia PDR,Calories,1963,0.396410533
Fiji,Calories,1963,0.650787735
Finland,Calories,1963,0.595172216
France,Calories,1963,0.614631544
French Polynesia,Calories,1963,0.714474205
Gabon,Calories,1963,0.365971592
Gambia,Calories,1963,0.376413228
Germany,Calories,1963,0.588743707
Ghana,Calories,1963,0.378882746
Greece,Calories,1963,0.534355122
Grenada,Calories,1963,0.687653289
Guatemala,Calories,1963,0.461853304
Guinea,Calories,1963,0.446538192
Guinea-Bissau,Calories,1963,0.400246749
Guyana,Calories,1963,0.670638713
Haiti,Calories,1963,0.541957202
Honduras,Calories,1963,0.470901377
Hungary,Calories,1963,0.588468194
Iceland,Calories,1963,0.587879567
India,Calories,1963,0.6081735
Indonesia,Calories,1963,0.442355339
Iran (Islamic Republic of),Calories,1963,0.662646538
Ireland,Calories,1963,0.595052863
Israel,Calories,1963,0.637082141
Italy,Calories,1963,0.584510427
Jamaica,Calories,1963,0.69860987
Japan,Calories,1963,0.55616082
Jordan,Calories,1963,0.612299523
Kenya,Calories,1963,0.434668153
Kiribati,Calories,1963,0.500791667
Kuwait,Calories,1963,0.665599824
Lao People's Democratic Republic,Calories,1963,0.327839601
Lebanon,Calories,1963,0.624113545
Lesotho,Calories,1963,0.478242362
Liberia,Calories,1963,0.381377518
Libya,Calories,1963,0.574799481
Madagascar,Calories,1963,0.441964727
Malawi,Calories,1963,0.31833572
Malaysia,Calories,1963,0.537655822
Maldives,Calories,1963,0.52169964
Mali,Calories,1963,0.351583149
Malta,Calories,1963,0.5999309
Mauritania,Calories,1963,0.424754008
Mauritius,Calories,1963,0.638197418
Mexico,Calories,1963,0.529474795
Mongolia,Calories,1963,0.536702667
Morocco,Calories,1963,0.606370588
Mozambique,Calories,1963,0.397178791
Myanmar,Calories,1963,0.390915708
Namibia,Calories,1963,0.450973519
Nepal,Calories,1963,0.447481827
Netherlands,Calories,1963,0.621723101
New Caledonia,Calories,1963,0.702605826
New Zealand,Calories,1963,0.630634359
Nicaragua,Calories,1963,0.534242197
Niger,Calories,1963,0.262561036
Nigeria,Calories,1963,0.333189125
Norway,Calories,1963,0.606271604
Pakistan,Calories,1963,0.693096696
Panama,Calories,1963,0.665071755
Paraguay,Calories,1963,0.59698762
Peru,Calories,1963,0.666638392
Philippines,Calories,1963,0.541674606
Poland,Calories,1963,0.530000446
Portugal,Calories,1963,0.630019515
Republic of Korea,Calories,1963,0.413010376
Romania,Calories,1963,0.563185857
Rwanda,Calories,1963,0.263294915
Saint Kitts and Nevis,Calories,1963,0.676748974
Saint Lucia,Calories,1963,0.615927673
Saint Vincent and the Grenadines,Calories,1963,0.663967901
Samoa,Calories,1963,0.460588757
Sao Tome and Principe,Calories,1963,0.53108072
Saudi Arabia,Calories,1963,0.514156052
Senegal,Calories,1963,0.473817943
Seychelles,Calories,1963,0.585418874
Sierra Leone,Calories,1963,0.439493229
Solomon Islands,Calories,1963,0.356858692
South Africa,Calories,1963,0.57644412
Spain,Calories,1963,0.606861423
Sri Lanka,Calories,1963,0.498159092
Sudan (former),Calories,1963,0.381039669
Suriname,Calories,1963,0.670542751
Swaziland,Calories,1963,0.399807047
Sweden,Calories,1963,0.606235513
Switzerland,Calories,1963,0.629441643
Syrian Arab Republic,Calories,1963,0.577555802
Thailand,Calories,1963,0.346012431
Timor-Leste,Calories,1963,0.423380062
Togo,Calories,1963,0.359496831
Trinidad and Tobago,Calories,1963,0.727231369
Tunisia,Calories,1963,0.547734229
Turkey,Calories,1963,0.557178524
Uganda,Calories,1963,0.372179652
United Arab Emirates,Calories,1963,0.617184674
United Kingdom,Calories,1963,0.634909775
United Republic of Tanzania,Calories,1963,0.440583308
United States of America,Calories,1963,0.655466158
Uruguay,Calories,1963,0.64670187
USSR,Calories,1963,0.546877782
Vanuatu,Calories,1963,0.440608824
Venezuela (Bolivarian Republic of),Calories,1963,0.656586116
Viet Nam,Calories,1963,0.383688469
Yemen,Calories,1963,0.367717554
Yugoslav SFR,Calories,1963,0.56120789
Zambia,Calories,1963,0.3441715
Zimbabwe,Calories,1963,0.428817138
Albania,Calories,1964,0.587302734
Algeria,Calories,1964,0.566779742
Angola,Calories,1964,0.415183087
Antigua and Barbuda,Calories,1964,0.645760066
Argentina,Calories,1964,0.6294
Australia,Calories,1964,0.648631651
Austria,Calories,1964,0.6138887
Bahamas,Calories,1964,0.680258421
Bangladesh,Calories,1964,0.389537756
Barbados,Calories,1964,0.68926811
Belgium-Luxembourg,Calories,1964,0.638047856
Belize,Calories,1964,0.712787593
Benin,Calories,1964,0.350109238
Bermuda,Calories,1964,0.602841683
Bolivia (Plurinational State of),Calories,1964,0.685322331
Botswana,Calories,1964,0.428347189
Brazil,Calories,1964,0.67041246
Brunei Darussalam,Calories,1964,0.632893215
Bulgaria,Calories,1964,0.543743942
Burkina Faso,Calories,1964,0.30759395
Burundi,Calories,1964,0.288566758
Cambodia,Calories,1964,0.36979718
Cameroon,Calories,1964,0.377850781
Canada,Calories,1964,0.648252554
Cape Verde,Calories,1964,0.465703275
Central African Republic,Calories,1964,0.306027135
Chad,Calories,1964,0.31039471
Chile,Calories,1964,0.613163567
China,Calories,1964,0.515867166
Colombia,Calories,1964,0.609780602
Comoros,Calories,1964,0.397810549
Congo,Calories,1964,0.33954855
Costa Rica,Calories,1964,0.663897431
C“te d'Ivoire,Calories,1964,0.445837779
Cuba,Calories,1964,0.675056204
Cyprus,Calories,1964,0.604779021
Czechoslovakia,Calories,1964,0.598738731
Democratic People's Republic of Korea,Calories,1964,0.461863235
Denmark,Calories,1964,0.579125053
Djibouti,Calories,1964,0.565578728
Dominica,Calories,1964,0.656875585
Dominican Republic,Calories,1964,0.594208932
Ecuador,Calories,1964,0.654656995
Egypt,Calories,1964,0.657378562
El Salvador,Calories,1964,0.503148791
Ethiopia PDR,Calories,1964,0.394005855
Fiji,Calories,1964,0.664565119
Finland,Calories,1964,0.594221854
France,Calories,1964,0.619777154
French Polynesia,Calories,1964,0.702417916
Gabon,Calories,1964,0.379361511
Gambia,Calories,1964,0.356025576
Germany,Calories,1964,0.598528292
Ghana,Calories,1964,0.382204475
Greece,Calories,1964,0.533050402
Grenada,Calories,1964,0.684857451
Guatemala,Calories,1964,0.46254258
Guinea,Calories,1964,0.446059102
Guinea-Bissau,Calories,1964,0.401962912
Guyana,Calories,1964,0.688968041
Haiti,Calories,1964,0.512689512
Honduras,Calories,1964,0.468941316
Hungary,Calories,1964,0.594247074
Iceland,Calories,1964,0.60574814
India,Calories,1964,0.62282888
Indonesia,Calories,1964,0.44440925
Iran (Islamic Republic of),Calories,1964,0.667250307
Ireland,Calories,1964,0.605561227
Israel,Calories,1964,0.634787439
Italy,Calories,1964,0.589210634
Jamaica,Calories,1964,0.705244025
Japan,Calories,1964,0.568666548
Jordan,Calories,1964,0.602247928
Kenya,Calories,1964,0.420863042
Kiribati,Calories,1964,0.50557125
Kuwait,Calories,1964,0.654478366
Lao People's Democratic Republic,Calories,1964,0.326480495
Lebanon,Calories,1964,0.623999962
Lesotho,Calories,1964,0.483117325
Liberia,Calories,1964,0.374669912
Libya,Calories,1964,0.569365396
Madagascar,Calories,1964,0.440884763
Malawi,Calories,1964,0.315604777
Malaysia,Calories,1964,0.552291733
Maldives,Calories,1964,0.515424402
Mali,Calories,1964,0.352709814
Malta,Calories,1964,0.599396544
Mauritania,Calories,1964,0.422180845
Mauritius,Calories,1964,0.629352116
Mexico,Calories,1964,0.529525062
Mongolia,Calories,1964,0.577695104
Morocco,Calories,1964,0.612965241
Mozambique,Calories,1964,0.394235695
Myanmar,Calories,1964,0.393978963
Namibia,Calories,1964,0.456161503
Nepal,Calories,1964,0.444394545
Netherlands,Calories,1964,0.62134932
New Caledonia,Calories,1964,0.697378508
New Zealand,Calories,1964,0.638535761
Nicaragua,Calories,1964,0.542562078
Niger,Calories,1964,0.250722163
Nigeria,Calories,1964,0.330943091
Norway,Calories,1964,0.617378127
Pakistan,Calories,1964,0.689364159
Panama,Calories,1964,0.661311278
Paraguay,Calories,1964,0.596545304
Peru,Calories,1964,0.665988445
Philippines,Calories,1964,0.534949646
Poland,Calories,1964,0.542120455
Portugal,Calories,1964,0.640701984
Republic of Korea,Calories,1964,0.377379376
Romania,Calories,1964,0.564209029
Rwanda,Calories,1964,0.256538812
Saint Kitts and Nevis,Calories,1964,0.678202363
Saint Lucia,Calories,1964,0.635868605
Saint Vincent and the Grenadines,Calories,1964,0.669139273
Samoa,Calories,1964,0.475937221
Sao Tome and Principe,Calories,1964,0.524765839
Saudi Arabia,Calories,1964,0.516863591
Senegal,Calories,1964,0.48167427
Seychelles,Calories,1964,0.591508978
Sierra Leone,Calories,1964,0.440184586
Solomon Islands,Calories,1964,0.375608357
South Africa,Calories,1964,0.586792696
Spain,Calories,1964,0.615142831
Sri Lanka,Calories,1964,0.562195317
Sudan (former),Calories,1964,0.383779484
Suriname,Calories,1964,0.652760658
Swaziland,Calories,1964,0.396483119
Sweden,Calories,1964,0.595105621
Switzerland,Calories,1964,0.631251024
Syrian Arab Republic,Calories,1964,0.579300214
Thailand,Calories,1964,0.354751168
Timor-Leste,Calories,1964,0.423393244
Togo,Calories,1964,0.35754365
Trinidad and Tobago,Calories,1964,0.7322548
Tunisia,Calories,1964,0.548319728
Turkey,Calories,1964,0.554927676
Uganda,Calories,1964,0.385951917
United Arab Emirates,Calories,1964,0.616286079
United Kingdom,Calories,1964,0.636676664
United Republic of Tanzania,Calories,1964,0.435971187
United States of America,Calories,1964,0.656524146
Uruguay,Calories,1964,0.646130738
USSR,Calories,1964,0.557618992
Vanuatu,Calories,1964,0.428325108
Venezuela (Bolivarian Republic of),Calories,1964,0.669110614
Viet Nam,Calories,1964,0.375453903
Yemen,Calories,1964,0.374196535
Yugoslav SFR,Calories,1964,0.566300086
Zambia,Calories,1964,0.339188169
Zimbabwe,Calories,1964,0.411995208
Albania,Calories,1965,0.594385928
Algeria,Calories,1965,0.560155786
Angola,Calories,1965,0.42509096
Antigua and Barbuda,Calories,1965,0.64593848
Argentina,Calories,1965,0.629195003
Australia,Calories,1965,0.654587885
Austria,Calories,1965,0.616275401
Bahamas,Calories,1965,0.677554588
Bangladesh,Calories,1965,0.388641876
Barbados,Calories,1965,0.699703836
Belgium-Luxembourg,Calories,1965,0.641250383
Belize,Calories,1965,0.720620806
Benin,Calories,1965,0.349517322
Bermuda,Calories,1965,0.606214097
Bolivia (Plurinational State of),Calories,1965,0.699342826
Botswana,Calories,1965,0.42719107
Brazil,Calories,1965,0.647458979
Brunei Darussalam,Calories,1965,0.631157501
Bulgaria,Calories,1965,0.537194824
Burkina Faso,Calories,1965,0.30109999
Burundi,Calories,1965,0.291479398
Cambodia,Calories,1965,0.356023503
Cameroon,Calories,1965,0.389467622
Canada,Calories,1965,0.65790499
Cape Verde,Calories,1965,0.477610552
Central African Republic,Calories,1965,0.295560864
Chad,Calories,1965,0.310166046
Chile,Calories,1965,0.612517653
China,Calories,1965,0.524262404
Colombia,Calories,1965,0.617226675
Comoros,Calories,1965,0.40376283
Congo,Calories,1965,0.336403508
Costa Rica,Calories,1965,0.6674512
C“te d'Ivoire,Calories,1965,0.45135771
Cuba,Calories,1965,0.686363295
Cyprus,Calories,1965,0.615322549
Czechoslovakia,Calories,1965,0.609110196
Democratic People's Republic of Korea,Calories,1965,0.49731179
Denmark,Calories,1965,0.578630573
Djibouti,Calories,1965,0.583799773
Dominica,Calories,1965,0.659774348
Dominican Republic,Calories,1965,0.587626069
Ecuador,Calories,1965,0.653314195
Egypt,Calories,1965,0.65846911
El Salvador,Calories,1965,0.522338894
Ethiopia PDR,Calories,1965,0.400039002
Fiji,Calories,1965,0.672298237
Finland,Calories,1965,0.596352447
France,Calories,1965,0.625393178
French Polynesia,Calories,1965,0.714714799
Gabon,Calories,1965,0.371411505
Gambia,Calories,1965,0.403464002
Germany,Calories,1965,0.609704893
Ghana,Calories,1965,0.388121217
Greece,Calories,1965,0.545795626
Grenada,Calories,1965,0.689907525
Guatemala,Calories,1965,0.473732098
Guinea,Calories,1965,0.433353252
Guinea-Bissau,Calories,1965,0.397272628
Guyana,Calories,1965,0.689728363
Haiti,Calories,1965,0.549812566
Honduras,Calories,1965,0.476063087
Hungary,Calories,1965,0.593347557
Iceland,Calories,1965,0.596554718
India,Calories,1965,0.637038313
Indonesia,Calories,1965,0.442383932
Iran (Islamic Republic of),Calories,1965,0.677646929
Ireland,Calories,1965,0.608105865
Israel,Calories,1965,0.634603286
Italy,Calories,1965,0.589348306
Jamaica,Calories,1965,0.712226601
Japan,Calories,1965,0.575093262
Jordan,Calories,1965,0.63319841
Kenya,Calories,1965,0.431171487
Kiribati,Calories,1965,0.505884736
Kuwait,Calories,1965,0.660907946
Lao People's Democratic Republic,Calories,1965,0.333245121
Lebanon,Calories,1965,0.631177021
Lesotho,Calories,1965,0.494503936
Liberia,Calories,1965,0.376490379
Libya,Calories,1965,0.567084273
Madagascar,Calories,1965,0.435528232
Malawi,Calories,1965,0.315815128
Malaysia,Calories,1965,0.568971869
Maldives,Calories,1965,0.515275233
Mali,Calories,1965,0.376013129
Malta,Calories,1965,0.592732027
Mauritania,Calories,1965,0.430816939
Mauritius,Calories,1965,0.640773758
Mexico,Calories,1965,0.534053893
Mongolia,Calories,1965,0.570188412
Morocco,Calories,1965,0.599012707
Mozambique,Calories,1965,0.393997681
Myanmar,Calories,1965,0.374034155
Namibia,Calories,1965,0.461086785
Nepal,Calories,1965,0.442808148
Netherlands,Calories,1965,0.626397313
New Caledonia,Calories,1965,0.698182073
New Zealand,Calories,1965,0.63987783
Nicaragua,Calories,1965,0.55430994
Niger,Calories,1965,0.25110502
Nigeria,Calories,1965,0.335581591
Norway,Calories,1965,0.625287399
Pakistan,Calories,1965,0.68842371
Panama,Calories,1965,0.670957198
Paraguay,Calories,1965,0.590572551
Peru,Calories,1965,0.663860523
Philippines,Calories,1965,0.545406541
Poland,Calories,1965,0.544241217
Portugal,Calories,1965,0.629373545
Republic of Korea,Calories,1965,0.38669099
Romania,Calories,1965,0.573136403
Rwanda,Calories,1965,0.262287058
Saint Kitts and Nevis,Calories,1965,0.671254365
Saint Lucia,Calories,1965,0.618363794
Saint Vincent and the Grenadines,Calories,1965,0.677984081
Samoa,Calories,1965,0.485610453
Sao Tome and Principe,Calories,1965,0.530953924
Saudi Arabia,Calories,1965,0.526176153
