CountryName,Abbrev,Measurement,Year,Dominance
Libya,Libya,Calories,1961,0.419551935
Madagascar,Madagascar,Calories,1961,0.582249071
Malawi,Malawi,Calories,1961,0.654943935
Malaysia,Malaysia,Calories,1961,0.547178538
Maldives,Maldives,Calories,1961,0.232494901
Mali,Mali,Calories,1961,0.387142857
Malta,Malta,Calories,1961,0.55214447
Mauritania,Mauritania,Calories,1961,0.374045802
Mauritius,Mauritius,Calories,1961,0.416666667
Mexico,Mexico,Calories,1961,0.528311177
Mongolia,Mongolia,Calories,1961,0.889119171
Morocco,Morocco,Calories,1961,0.50199005
Mozambique,Mozambique,Calories,1961,0.478551532
Myanmar,Myanmar,Calories,1961,0.768746062
Namibia,Namibia,Calories,1961,0.254637437
Nepal,Nepal,Calories,1961,0.453646477
Netherlands,Netherlands,Calories,1961,0.339685565
New Caledon.,New Caledonia,Calories,1961,0.260292772
New Zealand,New Zealand,Calories,1961,0.401183432
Nicaragua,Nicaragua,Calories,1961,0.367359413
Niger,Niger,Calories,1961,0.595289079
Nigeria,Nigeria,Calories,1961,0.251072961
Norway,Norway,Calories,1961,0.346174142
Pakistan,Pakistan,Calories,1961,0.479259732
Panama,Panama,Calories,1961,0.311494253
Paraguay,Paraguay,Calories,1961,0.231231231
Peru,Peru,Calories,1961,0.217461168
Philippines,Philippines,Calories,1961,0.532751092
Poland,Poland,Calories,1961,0.283873649
Portugal,Portugal,Calories,1961,0.229863401
South Korea,Republic of Korea,Calories,1961,0.514628297
Romania,Romania,Calories,1961,0.504979253
Rwanda,Rwanda,Calories,1961,0.238122172
St. Kitts,Saint Kitts and Nevis,Calories,1961,0.30820547
Saint Lucia,Saint Lucia,Calories,1961,0.327044025
St. Vincent,Saint Vincent and the Grenadines,Calories,1961,0.300940439
Samoa,Samoa,Calories,1961,0.313737624
Sao Tome,Sao Tome and Principe,Calories,1961,0.256669733
Saudi Arabia,Saudi Arabia,Calories,1961,0.195856874
Senegal,Senegal,Calories,1961,0.249547101
Seychelles,Seychelles,Calories,1961,0.512123004
Sierra Leone,Sierra Leone,Calories,1961,0.363372093
Solomon Isl.,Solomon Islands,Calories,1961,0.416
South Africa,South Africa,Calories,1961,0.482498892
Spain,Spain,Calories,1961,0.424747696
Sri Lanka,Sri Lanka,Calories,1961,0.468509985
Sudan,Sudan (former),Calories,1961,0.407692308
Suriname,Suriname,Calories,1961,0.327063107
Swaziland,Swaziland,Calories,1961,0.346970482
Sweden,Sweden,Calories,1961,0.249443207
Switzerland,Switzerland,Calories,1961,0.359983929
Syria,Syrian Arab Republic,Calories,1961,0.544282511
Thailand,Thailand,Calories,1961,0.790872328
Timor-Leste,Timor-Leste,Calories,1961,0.502177068
Togo,Togo,Calories,1961,0.282696177
Trin. & Tob.,Trinidad and Tobago,Calories,1961,0.351688312
Tunisia,Tunisia,Calories,1961,0.604989605
Turkey,Turkey,Calories,1961,0.530645825
Uganda,Uganda,Calories,1961,0.157967667
Un. Arab Em.,United Arab Emirates,Calories,1961,0.442857143
UK,United Kingdom,Calories,1961,0.35867934
Tanzania,United Republic of Tanzania,Calories,1961,0.286520376
USA,United States of America,Calories,1961,0.269518717
Uruguay,Uruguay,Calories,1961,0.416259169
USSR,USSR,Calories,1961,0.497332786
Vanuatu,Vanuatu,Calories,1961,0.41496945
Venezuela,Venezuela (Bolivarian Republic of),Calories,1961,0.203622393
Vietnam,Viet Nam,Calories,1961,0.79409994
Yemen,Yemen,Calories,1961,0.620433437
Yugoslavia,Yugoslav SFR,Calories,1961,0.594047619
Zambia,Zambia,Calories,1961,0.643611912
Zimbabwe,Zimbabwe,Calories,1961,0.516384778
Albania,Albania,Calories,1962,0.410311493
Algeria,Algeria,Calories,1962,0.59838818
Angola,Angola,Calories,1962,0.337693222
Ant. & Barb.,Antigua and Barbuda,Calories,1962,0.339204545
Argentina,Argentina,Calories,1962,0.451398767
Australia,Australia,Calories,1962,0.432916893
Austria,Austria,Calories,1962,0.258636788
Bahamas,Bahamas,Calories,1962,0.26929982
Bangladesh,Bangladesh,Calories,1962,0.825575698
Barbados,Barbados,Calories,1962,0.250746269
Belg-Lux,Belgium-Luxembourg,Calories,1962,0.396090535
Belize,Belize,Calories,1962,0.347320852
Benin,Benin,Calories,1962,0.287985866
Bermuda,Bermuda,Calories,1962,0.292922674
Bolivia,Bolivia (Plurinational State of),Calories,1962,0.265389877
Botswana,Botswana,Calories,1962,0.319719209
Brazil,Brazil,Calories,1962,0.207575758
Brunei Dar.,Brunei Darussalam,Calories,1962,0.448394495
Bulgaria,Bulgaria,Calories,1962,0.569524496
Burkina Faso,Burkina Faso,Calories,1962,0.390796202
Burundi,Burundi,Calories,1962,0.303897385
Cambodia,Cambodia,Calories,1962,0.805194805
Cameroon,Cameroon,Calories,1962,0.238344683
Canada,Canada,Calories,1962,0.327508455
Cape Verde,Cape Verde,Calories,1962,0.484745763
C. Af. Rep,Central African Republic,Calories,1962,0.474728389
Chad,Chad,Calories,1962,0.384408602
Chile,Chile,Calories,1962,0.4971537
China,China,Calories,1962,0.33423913
Colombia,Colombia,Calories,1962,0.222359481
Comoros,Comoros,Calories,1962,0.31558753
Congo,Congo,Calories,1962,0.636317907
Costa Rica,Costa Rica,Calories,1962,0.249569707
Ivory Coast,C“te d'Ivoire,Calories,1962,0.252857796
Cuba,Cuba,Calories,1962,0.275803723
Cyprus,Cyprus,Calories,1962,0.418670438
Czech.,Czechoslovakia,Calories,1962,0.348309975
North Korea,Democratic People's Republic of Korea,Calories,1962,0.487778381
Denmark,Denmark,Calories,1962,0.253687316
Djibouti,Djibouti,Calories,1962,0.272727273
Dominica,Dominica,Calories,1962,0.335333333
Dom. Rep.,Dominican Republic,Calories,1962,0.194085028
Ecuador,Ecuador,Calories,1962,0.171304886
Egypt,Egypt,Calories,1962,0.346363187
El Salvador,El Salvador,Calories,1962,0.416961131
Ethiopia,Ethiopia PDR,Calories,1962,0.236220472
Fiji,Fiji,Calories,1962,0.235873288
Finland,Finland,Calories,1962,0.319738989
France,France,Calories,1962,0.41015274
Frch. Polyn.,French Polynesia,Calories,1962,0.38115942
Gabon,Gabon,Calories,1962,0.343977591
Gambia,Gambia,Calories,1962,0.29803719
Germany,Germany,Calories,1962,0.212562814
Ghana,Ghana,Calories,1962,0.196911197
Greece,Greece,Calories,1962,0.507796039
Grenada,Grenada,Calories,1962,0.299936184
Guatemala,Guatemala,Calories,1962,0.621863799
Guinea,Guinea,Calories,1962,0.172054223
Guinea-Biss.,Guinea-Bissau,Calories,1962,0.326504481
Guyana,Guyana,Calories,1962,0.309181141
Haiti,Haiti,Calories,1962,0.232839099
Honduras,Honduras,Calories,1962,0.524271845
Hungary,Hungary,Calories,1962,0.547619048
Iceland,Iceland,Calories,1962,0.293918919
India,India,Calories,1962,0.354573484
Indonesia,Indonesia,Calories,1962,0.473930873
Iran,Iran (Islamic Republic of),Calories,1962,0.53442623
Ireland,Ireland,Calories,1962,0.449390815
Israel,Israel,Calories,1962,0.468112798
Italy,Italy,Calories,1962,0.467193676
Jamaica,Jamaica,Calories,1962,0.330404218
Japan,Japan,Calories,1962,0.515876468
Jordan,Jordan,Calories,1962,0.518962076
Kenya,Kenya,Calories,1962,0.469026549
Kiribati,Kiribati,Calories,1962,0.41662901
Kuwait,Kuwait,Calories,1962,0.422630561
Laos,Lao People's Democratic Republic,Calories,1962,0.865131579
Lebanon,Lebanon,Calories,1962,0.534872052
Lesotho,Lesotho,Calories,1962,0.441033926
Liberia,Liberia,Calories,1962,0.404168785
Libya,Libya,Calories,1962,0.440298507
Madagascar,Madagascar,Calories,1962,0.59026465
Malawi,Malawi,Calories,1962,0.666495902
Malaysia,Malaysia,Calories,1962,0.576481396
Maldives,Maldives,Calories,1962,0.223930481
Mali,Mali,Calories,1962,0.339779006
Malta,Malta,Calories,1962,0.529179465
Mauritania,Mauritania,Calories,1962,0.38002594
Mauritius,Mauritius,Calories,1962,0.414655943
Mexico,Mexico,Calories,1962,0.525819265
Mongolia,Mongolia,Calories,1962,0.84295846
Morocco,Morocco,Calories,1962,0.350221348
Mozambique,Mozambique,Calories,1962,0.486813187
Myanmar,Myanmar,Calories,1962,0.745
Namibia,Namibia,Calories,1962,0.25734494
Nepal,Nepal,Calories,1962,0.449722394
Netherlands,Netherlands,Calories,1962,0.321203299
New Caledon.,New Caledonia,Calories,1962,0.269688645
New Zealand,New Zealand,Calories,1962,0.398203593
Nicaragua,Nicaragua,Calories,1962,0.369552239
Niger,Niger,Calories,1962,0.565677966
Nigeria,Nigeria,Calories,1962,0.267866324
Norway,Norway,Calories,1962,0.32122093
Pakistan,Pakistan,Calories,1962,0.470263642
Panama,Panama,Calories,1962,0.317547055
Paraguay,Paraguay,Calories,1962,0.225863078
Peru,Peru,Calories,1962,0.204364023
Philippines,Philippines,Calories,1962,0.527000651
Poland,Poland,Calories,1962,0.283884298
Portugal,Portugal,Calories,1962,0.266606822
South Korea,Republic of Korea,Calories,1962,0.530131827
Romania,Romania,Calories,1962,0.493872549
Rwanda,Rwanda,Calories,1962,0.268186754
St. Kitts,Saint Kitts and Nevis,Calories,1962,0.313624679
Saint Lucia,Saint Lucia,Calories,1962,0.286868687
St. Vincent,Saint Vincent and the Grenadines,Calories,1962,0.300339367
Samoa,Samoa,Calories,1962,0.316425121
Sao Tome,Sao Tome and Principe,Calories,1962,0.269483568
Saudi Arabia,Saudi Arabia,Calories,1962,0.194478528
Senegal,Senegal,Calories,1962,0.250561293
Seychelles,Seychelles,Calories,1962,0.51081239
Sierra Leone,Sierra Leone,Calories,1962,0.370412844
Solomon Isl.,Solomon Islands,Calories,1962,0.416375437
South Africa,South Africa,Calories,1962,0.497054826
Spain,Spain,Calories,1962,0.438663283
Sri Lanka,Sri Lanka,Calories,1962,0.476238625
Sudan,Sudan (former),Calories,1962,0.473196559
Suriname,Suriname,Calories,1962,0.319022063
Swaziland,Swaziland,Calories,1962,0.350482315
Sweden,Sweden,Calories,1962,0.249445676
Switzerland,Switzerland,Calories,1962,0.311194653
Syria,Syrian Arab Republic,Calories,1962,0.529692471
Thailand,Thailand,Calories,1962,0.802179837
Timor-Leste,Timor-Leste,Calories,1962,0.489239598
Togo,Togo,Calories,1962,0.260625876
Trin. & Tob.,Trinidad and Tobago,Calories,1962,0.330352707
Tunisia,Tunisia,Calories,1962,0.580871307
Turkey,Turkey,Calories,1962,0.514093395
Uganda,Uganda,Calories,1962,0.143527205
Un. Arab Em.,United Arab Emirates,Calories,1962,0.443030654
UK,United Kingdom,Calories,1962,0.366906475
Tanzania,United Republic of Tanzania,Calories,1962,0.293242405
USA,United States of America,Calories,1962,0.266198704
Uruguay,Uruguay,Calories,1962,0.423654568
USSR,USSR,Calories,1962,0.488061514
Vanuatu,Vanuatu,Calories,1962,0.392998028
Venezuela,Venezuela (Bolivarian Republic of),Calories,1962,0.210084034
Vietnam,Viet Nam,Calories,1962,0.79930192
Yemen,Yemen,Calories,1962,0.609124538
Yugoslavia,Yugoslav SFR,Calories,1962,0.581106511
Zambia,Zambia,Calories,1962,0.665545411
Zimbabwe,Zimbabwe,Calories,1962,0.47496128
Albania,Albania,Calories,1963,0.39345172
Algeria,Algeria,Calories,1963,0.559241706
Angola,Angola,Calories,1963,0.358182877
Ant. & Barb.,Antigua and Barbuda,Calories,1963,0.368548877
Argentina,Argentina,Calories,1963,0.462099125
Australia,Australia,Calories,1963,0.421850497
Austria,Austria,Calories,1963,0.258079199
Bahamas,Bahamas,Calories,1963,0.267749699
Bangladesh,Bangladesh,Calories,1963,0.812770043
Barbados,Barbados,Calories,1963,0.250744786
Belg-Lux,Belgium-Luxembourg,Calories,1963,0.376101861
Belize,Belize,Calories,1963,0.327736318
Benin,Benin,Calories,1963,0.279635258
Bermuda,Bermuda,Calories,1963,0.268788084
Bolivia,Bolivia (Plurinational State of),Calories,1963,0.281982585
Botswana,Botswana,Calories,1963,0.339950372
Brazil,Brazil,Calories,1963,0.205521472
Brunei Dar.,Brunei Darussalam,Calories,1963,0.460526316
Bulgaria,Bulgaria,Calories,1963,0.569160198
Burkina Faso,Burkina Faso,Calories,1963,0.402470741
Burundi,Burundi,Calories,1963,0.289247855
Cambodia,Cambodia,Calories,1963,0.809763463
Cameroon,Cameroon,Calories,1963,0.222279261
Canada,Canada,Calories,1963,0.348501665
Cape Verde,Cape Verde,Calories,1963,0.463642909
C. Af. Rep,Central African Republic,Calories,1963,0.474121094
Chad,Chad,Calories,1963,0.380478988
Chile,Chile,Calories,1963,0.489963504
China,China,Calories,1963,0.376074025
Colombia,Colombia,Calories,1963,0.235947712
Comoros,Comoros,Calories,1963,0.330305927
Congo,Congo,Calories,1963,0.608783443
Costa Rica,Costa Rica,Calories,1963,0.244226328
Ivory Coast,C“te d'Ivoire,Calories,1963,0.241027913
Cuba,Cuba,Calories,1963,0.25984252
Cyprus,Cyprus,Calories,1963,0.440844379
Czech.,Czechoslovakia,Calories,1963,0.342891761
North Korea,Democratic People's Republic of Korea,Calories,1963,0.49382716
Denmark,Denmark,Calories,1963,0.254151988
Djibouti,Djibouti,Calories,1963,0.261380323
Dominica,Dominica,Calories,1963,0.333116037
Dom. Rep.,Dominican Republic,Calories,1963,0.193111931
Ecuador,Ecuador,Calories,1963,0.166868932
Egypt,Egypt,Calories,1963,0.350318471
El Salvador,El Salvador,Calories,1963,0.42532691
Ethiopia,Ethiopia PDR,Calories,1963,0.236650485
Fiji,Fiji,Calories,1963,0.242449664
Finland,Finland,Calories,1963,0.341894977
France,France,Calories,1963,0.398359161
Frch. Polyn.,French Polynesia,Calories,1963,0.368022706
Gabon,Gabon,Calories,1963,0.337752161
Gambia,Gambia,Calories,1963,0.310625318
Germany,Germany,Calories,1963,0.210178117
Ghana,Ghana,Calories,1963,0.201279814
Greece,Greece,Calories,1963,0.504870817
Grenada,Grenada,Calories,1963,0.301886792
Guatemala,Guatemala,Calories,1963,0.617196702
Guinea,Guinea,Calories,1963,0.224660397
Guinea-Biss.,Guinea-Bissau,Calories,1963,0.324561404
Guyana,Guyana,Calories,1963,0.327542156
Haiti,Haiti,Calories,1963,0.228697086
Honduras,Honduras,Calories,1963,0.513285024
Hungary,Hungary,Calories,1963,0.550509731
Iceland,Iceland,Calories,1963,0.343415249
India,India,Calories,1963,0.354890433
Indonesia,Indonesia,Calories,1963,0.479929162
Iran,Iran (Islamic Republic of),Calories,1963,0.54562618
Ireland,Ireland,Calories,1963,0.438223045
Israel,Israel,Calories,1963,0.451006711
Italy,Italy,Calories,1963,0.459207459
Jamaica,Jamaica,Calories,1963,0.316284539
Japan,Japan,Calories,1963,0.508635579
Jordan,Jordan,Calories,1963,0.522277228
Kenya,Kenya,Calories,1963,0.478974359
Kiribati,Kiribati,Calories,1963,0.402154399
Kuwait,Kuwait,Calories,1963,0.406970784
Laos,Lao People's Democratic Republic,Calories,1963,0.870200108
Lebanon,Lebanon,Calories,1963,0.519399897
Lesotho,Lesotho,Calories,1963,0.452061856
Liberia,Liberia,Calories,1963,0.422795908
Libya,Libya,Calories,1963,0.460942544
Madagascar,Madagascar,Calories,1963,0.584714549
Malawi,Malawi,Calories,1963,0.687071499
Malaysia,Malaysia,Calories,1963,0.576395242
Maldives,Maldives,Calories,1963,0.22696477
Mali,Mali,Calories,1963,0.361260054
Malta,Malta,Calories,1963,0.532015471
Mauritania,Mauritania,Calories,1963,0.378857518
Mauritius,Mauritius,Calories,1963,0.408675799
Mexico,Mexico,Calories,1963,0.524582104
Mongolia,Mongolia,Calories,1963,0.777148253
Morocco,Morocco,Calories,1963,0.430392157
Mozambique,Mozambique,Calories,1963,0.467120181
Myanmar,Myanmar,Calories,1963,0.731425091
Namibia,Namibia,Calories,1963,0.255330782
Nepal,Nepal,Calories,1963,0.441903585
Netherlands,Netherlands,Calories,1963,0.302928469
New Caledon.,New Caledonia,Calories,1963,0.238095238
New Zealand,New Zealand,Calories,1963,0.393831554
Nicaragua,Nicaragua,Calories,1963,0.375
Niger,Niger,Calories,1963,0.548840478
Nigeria,Nigeria,Calories,1963,0.240652975
Norway,Norway,Calories,1963,0.292732856
Pakistan,Pakistan,Calories,1963,0.464480874
Panama,Panama,Calories,1963,0.307086614
Paraguay,Paraguay,Calories,1963,0.216915995
Peru,Peru,Calories,1963,0.194715681
Philippines,Philippines,Calories,1963,0.509056839
Poland,Poland,Calories,1963,0.276147168
Portugal,Portugal,Calories,1963,0.238587425
South Korea,Republic of Korea,Calories,1963,0.561157796
Romania,Romania,Calories,1963,0.481259968
Rwanda,Rwanda,Calories,1963,0.205494505
St. Kitts,Saint Kitts and Nevis,Calories,1963,0.322989234
Saint Lucia,Saint Lucia,Calories,1963,0.288529205
St. Vincent,Saint Vincent and the Grenadines,Calories,1963,0.292861501
Samoa,Samoa,Calories,1963,0.309436275
Sao Tome,Sao Tome and Principe,Calories,1963,0.264829519
Saudi Arabia,Saudi Arabia,Calories,1963,0.208533654
Senegal,Senegal,Calories,1963,0.241067923
Seychelles,Seychelles,Calories,1963,0.513782991
Sierra Leone,Sierra Leone,Calories,1963,0.412398922
Solomon Isl.,Solomon Islands,Calories,1963,0.423864204
South Africa,South Africa,Calories,1963,0.489672978
Spain,Spain,Calories,1963,0.389741342
Sri Lanka,Sri Lanka,Calories,1963,0.486567164
Sudan,Sudan (former),Calories,1963,0.424600417
Suriname,Suriname,Calories,1963,0.325581395
Swaziland,Swaziland,Calories,1963,0.394304491
Sweden,Sweden,Calories,1963,0.257377049
Switzerland,Switzerland,Calories,1963,0.334336055
Syria,Syrian Arab Republic,Calories,1963,0.565051715
Thailand,Thailand,Calories,1963,0.808233455
Timor-Leste,Timor-Leste,Calories,1963,0.499249249
Togo,Togo,Calories,1963,0.276974952
Trin. & Tob.,Trinidad and Tobago,Calories,1963,0.343069307
Tunisia,Tunisia,Calories,1963,0.56502679
Turkey,Turkey,Calories,1963,0.483373885
Uganda,Uganda,Calories,1963,0.149212234
Un. Arab Em.,United Arab Emirates,Calories,1963,0.452967525
UK,United Kingdom,Calories,1963,0.35347432
Tanzania,United Republic of Tanzania,Calories,1963,0.280637255
USA,United States of America,Calories,1963,0.263101026
Uruguay,Uruguay,Calories,1963,0.435727218
USSR,USSR,Calories,1963,0.483494364
Vanuatu,Vanuatu,Calories,1963,0.383972468
Venezuela,Venezuela (Bolivarian Republic of),Calories,1963,0.205849269
Vietnam,Viet Nam,Calories,1963,0.790454016
Yemen,Yemen,Calories,1963,0.611145132
Yugoslavia,Yugoslav SFR,Calories,1963,0.572801183
Zambia,Zambia,Calories,1963,0.65303105
Zimbabwe,Zimbabwe,Calories,1963,0.44507772
Albania,Albania,Calories,1964,0.380655226
Algeria,Algeria,Calories,1964,0.546675621
Angola,Angola,Calories,1964,0.34032634
Ant. & Barb.,Antigua and Barbuda,Calories,1964,0.409439528
Argentina,Argentina,Calories,1964,0.43139901
Australia,Australia,Calories,1964,0.412756985
Austria,Austria,Calories,1964,0.263586957
Bahamas,Bahamas,Calories,1964,0.262304922
Bangladesh,Bangladesh,Calories,1964,0.804547654
Barbados,Barbados,Calories,1964,0.254951752
Belg-Lux,Belgium-Luxembourg,Calories,1964,0.374409821
Belize,Belize,Calories,1964,0.325110689
Benin,Benin,Calories,1964,0.283850932
Bermuda,Bermuda,Calories,1964,0.270992366
Bolivia,Bolivia (Plurinational State of),Calories,1964,0.256232687
Botswana,Botswana,Calories,1964,0.313149847
Brazil,Brazil,Calories,1964,0.208977556
Brunei Dar.,Brunei Darussalam,Calories,1964,0.40803622
Bulgaria,Bulgaria,Calories,1964,0.561146052
Burkina Faso,Burkina Faso,Calories,1964,0.344403444
Burundi,Burundi,Calories,1964,0.29910504
Cambodia,Cambodia,Calories,1964,0.781201849
Cameroon,Cameroon,Calories,1964,0.210606833
Canada,Canada,Calories,1964,0.309090909
Cape Verde,Cape Verde,Calories,1964,0.486129458
C. Af. Rep,Central African Republic,Calories,1964,0.465474416
Chad,Chad,Calories,1964,0.366391185
Chile,Chile,Calories,1964,0.519908467
China,China,Calories,1964,0.402928071
Colombia,Colombia,Calories,1964,0.255121043
Comoros,Comoros,Calories,1964,0.326003824
Congo,Congo,Calories,1964,0.620347395
Costa Rica,Costa Rica,Calories,1964,0.25369863
Ivory Coast,C“te d'Ivoire,Calories,1964,0.232638889
Cuba,Cuba,Calories,1964,0.271530444
Cyprus,Cyprus,Calories,1964,0.417074255
Czech.,Czechoslovakia,Calories,1964,0.366721177
North Korea,Democratic People's Republic of Korea,Calories,1964,0.490049751
Denmark,Denmark,Calories,1964,0.250380132
Djibouti,Djibouti,Calories,1964,0.267511177
Dominica,Dominica,Calories,1964,0.331589274
Dom. Rep.,Dominican Republic,Calories,1964,0.196650124
Ecuador,Ecuador,Calories,1964,0.177309361
Egypt,Egypt,Calories,1964,0.344396344
El Salvador,El Salvador,Calories,1964,0.415172414
Ethiopia,Ethiopia PDR,Calories,1964,0.24102252
Fiji,Fiji,Calories,1964,0.250660793
Finland,Finland,Calories,1964,0.298265249
France,France,Calories,1964,0.382366377
Frch. Polyn.,French Polynesia,Calories,1964,0.373012048
Gabon,Gabon,Calories,1964,0.329867129
Gambia,Gambia,Calories,1964,0.321518987
Germany,Germany,Calories,1964,0.23828125
Ghana,Ghana,Calories,1964,0.203312393
Greece,Greece,Calories,1964,0.501232539
Grenada,Grenada,Calories,1964,0.309134906
Guatemala,Guatemala,Calories,1964,0.61279269
Guinea,Guinea,Calories,1964,0.21319547
Guinea-Biss.,Guinea-Bissau,Calories,1964,0.346601347
Guyana,Guyana,Calories,1964,0.294176207
Haiti,Haiti,Calories,1964,0.238013699
Honduras,Honduras,Calories,1964,0.520531401
Hungary,Hungary,Calories,1964,0.543577982
Iceland,Iceland,Calories,1964,0.315217391
India,India,Calories,1964,0.351793249
Indonesia,Indonesia,Calories,1964,0.460034503
Iran,Iran (Islamic Republic of),Calories,1964,0.536144578
Ireland,Ireland,Calories,1964,0.4293812
Israel,Israel,Calories,1964,0.440226876
Italy,Italy,Calories,1964,0.463347707
Jamaica,Jamaica,Calories,1964,0.310269083
Japan,Japan,Calories,1964,0.499143836
Jordan,Jordan,Calories,1964,0.519359835
Kenya,Kenya,Calories,1964,0.485786802
Kiribati,Kiribati,Calories,1964,0.39802336
Kuwait,Kuwait,Calories,1964,0.442439024
Laos,Lao People's Democratic Republic,Calories,1964,0.867055085
Lebanon,Lebanon,Calories,1964,0.507591093
Lesotho,Lesotho,Calories,1964,0.449788584
Liberia,Liberia,Calories,1964,0.45060241
Libya,Libya,Calories,1964,0.461880559
Madagascar,Madagascar,Calories,1964,0.582437276
Malawi,Malawi,Calories,1964,0.693802035
Malaysia,Malaysia,Calories,1964,0.554423344
Maldives,Maldives,Calories,1964,0.208276798
Mali,Mali,Calories,1964,0.317548747
Malta,Malta,Calories,1964,0.532237674
Mauritania,Mauritania,Calories,1964,0.369565217
Mauritius,Mauritius,Calories,1964,0.401631913
Mexico,Mexico,Calories,1964,0.503827751
Mongolia,Mongolia,Calories,1964,0.720359771
Morocco,Morocco,Calories,1964,0.426136364
Mozambique,Mozambique,Calories,1964,0.464344942
Myanmar,Myanmar,Calories,1964,0.73463357
Namibia,Namibia,Calories,1964,0.261153428
Nepal,Nepal,Calories,1964,0.447030006
Netherlands,Netherlands,Calories,1964,0.285081241
New Caledon.,New Caledonia,Calories,1964,0.235294118
New Zealand,New Zealand,Calories,1964,0.401072706
Nicaragua,Nicaragua,Calories,1964,0.368971528
Niger,Niger,Calories,1964,0.603448276
Nigeria,Nigeria,Calories,1964,0.250537634
Norway,Norway,Calories,1964,0.32477737
Pakistan,Pakistan,Calories,1964,0.48656215
Panama,Panama,Calories,1964,0.319553073
Paraguay,Paraguay,Calories,1964,0.203056769
Peru,Peru,Calories,1964,0.179310345
Philippines,Philippines,Calories,1964,0.524488531
Poland,Poland,Calories,1964,0.308963238
